Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDR35,12.5,Low Fat,0.020782,Breads,198.3742,OUT018,2009,Medium,Tier 3,Supermarket Type2,2587.965
FDB04,11.35,Regular,0.063174,Dairy,86.1856,OUT013,1987,High,Tier 3,Supermarket Type1,1494.055
FDK16,9.065,Low Fat,0.115564,Frozen Foods,96.0094,OUT045,2002,,Tier 2,Supermarket Type1,1713.769
FDM57,11.65,Regular,0.076278,Snack Foods,85.1908,OUT017,2007,,Tier 2,Supermarket Type1,671.1264
FDF45,18.2,Regular,0.012224,Fruits and Vegetables,57.1904,OUT049,1999,Medium,Tier 1,Supermarket Type1,1640.531
FDH04,6.115,Regular,0.011419,Frozen Foods,91.0488,OUT018,2009,Medium,Tier 3,Supermarket Type2,1629.878
FDL25,6.92,Regular,0.131458,Breakfast,90.5804,OUT018,2009,Medium,Tier 3,Supermarket Type2,183.7608
FDK40,7.035,LF,0.021883,Frozen Foods,263.791,OUT049,1999,Medium,Tier 1,Supermarket Type1,4996.829
FDV46,18.2,Low Fat,0.012608,Snack Foods,139.818,OUT046,1997,Small,Tier 1,Supermarket Type1,1398.18
FDU31,10.5,Regular,0.025042,Fruits and Vegetables,218.7508,OUT045,2002,,Tier 2,Supermarket Type1,3255.762
NCQ53,17.6,Low Fat,0.018935,Health and Hygiene,237.759,OUT049,1999,Medium,Tier 1,Supermarket Type1,3545.385
FDD09,,Low Fat,0.021392,Fruits and Vegetables,182.0976,OUT027,1985,Medium,Tier 3,Supermarket Type3,6157.318
FDY19,19.75,Low Fat,0.041449,Fruits and Vegetables,116.5466,OUT045,2002,,Tier 2,Supermarket Type1,2828.318
FDI33,16.5,Low Fat,0.028395,Snack Foods,91.7146,OUT013,1987,High,Tier 3,Supermarket Type1,2462.794
FDG08,13.15,Regular,0.165222,Fruits and Vegetables,172.0764,OUT013,1987,High,Tier 3,Supermarket Type1,4466.186
FDE39,7.89,Low Fat,0.036128,Dairy,117.4782,OUT035,2004,Small,Tier 2,Supermarket Type1,2026.029
FDH53,20.5,Regular,0.019278,Frozen Foods,82.8592,OUT018,2009,Medium,Tier 3,Supermarket Type2,1733.743
FDB09,16.25,Low Fat,0.05763,Fruits and Vegetables,123.9046,OUT018,2009,Medium,Tier 3,Supermarket Type2,1120.541
FDI22,12.6,Low Fat,0.096212,Snack Foods,207.2612,OUT046,1997,Small,Tier 1,Supermarket Type1,4390.285
FDX24,,LF,0.024388,Baking Goods,92.4462,OUT019,1985,Small,Tier 1,Grocery Store,185.0924
FDE09,8.775,Low Fat,0.021647,Fruits and Vegetables,109.5228,OUT045,2002,,Tier 2,Supermarket Type1,994.7052
FDJ57,7.42,Regular,0.021574,Seafood,184.6582,OUT046,1997,Small,Tier 1,Supermarket Type1,5015.471
DRC49,8.67,Low Fat,0.065424,Soft Drinks,145.8128,OUT035,2004,Small,Tier 2,Supermarket Type1,2444.818
FDU19,8.77,Regular,0.046866,Fruits and Vegetables,170.5422,OUT045,2002,,Tier 2,Supermarket Type1,1551.98
FDU43,19.35,Regular,0,Fruits and Vegetables,238.6564,OUT013,1987,High,Tier 3,Supermarket Type1,3575.346
FDA50,16.25,Low Fat,0.087103,Dairy,96.041,OUT013,1987,High,Tier 3,Supermarket Type1,868.869
NCM29,11.5,Low Fat,0.017742,Health and Hygiene,129.6626,OUT017,2007,,Tier 2,Supermarket Type1,1836.276
FDQ13,11.1,Low Fat,0.010633,Canned,82.5908,OUT013,1987,High,Tier 3,Supermarket Type1,1510.034
FDB26,,Regular,0.031116,Canned,55.264,OUT027,1985,Medium,Tier 3,Supermarket Type3,1544.656
FDI21,5.59,Regular,0.056718,Snack Foods,62.9168,OUT045,2002,,Tier 2,Supermarket Type1,1406.17
FDV25,,Low Fat,0.079931,Canned,219.7456,OUT019,1985,Small,Tier 1,Grocery Store,884.1824
FDQ23,6.55,Low Fat,0.024505,Breads,102.9332,OUT013,1987,High,Tier 3,Supermarket Type1,1845.598
FDJ41,6.85,Low Fat,0.038302,Frozen Foods,261.2594,OUT010,1998,,Tier 3,Grocery Store,1046.638
NCO42,21.25,Low Fat,0.024694,Household,144.1102,OUT049,1999,Medium,Tier 1,Supermarket Type1,1749.722
FDQ13,,Low Fat,0.01059,Canned,84.6908,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.195
FDU47,12.8,Regular,0.190569,Breads,138.7838,OUT010,1998,,Tier 3,Grocery Store,280.9676
FDW57,8.31,Regular,0,Snack Foods,177.4028,OUT046,1997,Small,Tier 1,Supermarket Type1,3896.262
DRN47,12.1,Low Fat,0.016827,Hard Drinks,179.166,OUT046,1997,Small,Tier 1,Supermarket Type1,3056.022
FDW28,,Low Fat,0.088394,Frozen Foods,194.7452,OUT027,1985,Medium,Tier 3,Supermarket Type3,5872.356
NCN42,20.25,Low Fat,0,Household,145.6418,OUT013,1987,High,Tier 3,Supermarket Type1,3384.261
FDR60,,Low Fat,0.129784,Baking Goods,78.2328,OUT027,1985,Medium,Tier 3,Supermarket Type3,1004.026
FDO09,,Regular,0,Snack Foods,262.891,OUT019,1985,Small,Tier 1,Grocery Store,788.973
FDX45,16.75,Low Fat,0,Snack Foods,156.163,OUT046,1997,Small,Tier 1,Supermarket Type1,2816.334
FDH27,7.075,Low Fat,0.058465,Dairy,145.3128,OUT045,2002,,Tier 2,Supermarket Type1,1869.566
FDO08,11.1,Regular,0.053765,Fruits and Vegetables,163.1526,OUT035,2004,Small,Tier 2,Supermarket Type1,1808.979
FDG10,6.63,Regular,0.010984,Snack Foods,55.4588,OUT018,2009,Medium,Tier 3,Supermarket Type2,343.5528
FDZ40,8.935,Low Fat,0.040245,Frozen Foods,54.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1348.245
FDZ27,7.935,Low Fat,0.017253,Dairy,51.435,OUT017,2007,,Tier 2,Supermarket Type1,499.35
FDZ46,7.485,Low Fat,0.069231,Snack Foods,112.1228,OUT049,1999,Medium,Tier 1,Supermarket Type1,1215.751
FDI46,9.5,Low Fat,0.074648,Snack Foods,253.3724,OUT018,2009,Medium,Tier 3,Supermarket Type2,755.0172
NCW53,18.35,Low Fat,0.030542,Health and Hygiene,193.1162,OUT049,1999,Medium,Tier 1,Supermarket Type1,2693.827
FDY52,6.365,Low Fat,0.00736,Frozen Foods,60.1536,OUT049,1999,Medium,Tier 1,Supermarket Type1,490.0288
FDU07,11.1,Low Fat,0.05994,Fruits and Vegetables,149.1366,OUT049,1999,Medium,Tier 1,Supermarket Type1,4231.825
NCQ05,11.395,Low Fat,0,Health and Hygiene,149.2708,OUT017,2007,,Tier 2,Supermarket Type1,2407.533
FDT16,9.895,Regular,0.048861,Frozen Foods,260.2278,OUT018,2009,Medium,Tier 3,Supermarket Type2,4165.245
NCJ17,7.68,Low Fat,0.153419,Health and Hygiene,86.4224,OUT017,2007,,Tier 2,Supermarket Type1,511.3344
NCY29,13.65,Low Fat,0.07722,Health and Hygiene,56.493,OUT035,2004,Small,Tier 2,Supermarket Type1,509.337
NCQ18,15.75,Low Fat,0.135047,Household,98.57,OUT035,2004,Small,Tier 2,Supermarket Type1,2496.75
FDS02,10.195,Regular,0.146094,Dairy,196.1794,OUT049,1999,Medium,Tier 1,Supermarket Type1,2926.191
NCK31,10.895,Low Fat,0.027158,Others,50.2666,OUT018,2009,Medium,Tier 3,Supermarket Type2,820.2656
FDH60,,Regular,0.080346,Baking Goods,195.711,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.508
FDO19,17.7,Regular,0.016597,Fruits and Vegetables,48.3034,OUT046,1997,Small,Tier 1,Supermarket Type1,777.6544
DRF37,17.25,low fat,0.084317,Soft Drinks,263.391,OUT035,2004,Small,Tier 2,Supermarket Type1,6311.784
FDN21,18.6,Low Fat,0.076792,Snack Foods,161.0236,OUT013,1987,High,Tier 3,Supermarket Type1,3705.843
FDM14,13.8,Low Fat,0.013261,Canned,108.0254,OUT035,2004,Small,Tier 2,Supermarket Type1,759.6778
FDO08,11.1,Regular,0,Fruits and Vegetables,165.5526,OUT018,2009,Medium,Tier 3,Supermarket Type2,1973.431
FDS27,10.195,Regular,0.012529,Meat,195.111,OUT017,2007,,Tier 2,Supermarket Type1,3731.809
DRM59,5.88,Low Fat,0.003598,Hard Drinks,153.8998,OUT049,1999,Medium,Tier 1,Supermarket Type1,2922.196
NCO29,11.15,Low Fat,0.032439,Health and Hygiene,163.0526,OUT017,2007,,Tier 2,Supermarket Type1,2302.336
FDC32,,Low Fat,0.173527,Fruits and Vegetables,92.0462,OUT019,1985,Small,Tier 1,Grocery Store,277.6386
DRA12,11.6,Low Fat,0.041113,Soft Drinks,142.0154,OUT018,2009,Medium,Tier 3,Supermarket Type2,850.8924
FDI14,,Low Fat,0.089244,Canned,139.2496,OUT027,1985,Medium,Tier 3,Supermarket Type3,1976.094
DRG51,12.1,Low Fat,0.01154,Dairy,163.5526,OUT046,1997,Small,Tier 1,Supermarket Type1,2302.336
FDR33,,Low Fat,0.046904,Snack Foods,110.657,OUT019,1985,Small,Tier 1,Grocery Store,659.142
FDS23,4.635,Low Fat,0.141686,Breads,126.9994,OUT017,2007,,Tier 2,Supermarket Type1,1798.992
NCF43,8.51,Low Fat,0.052051,Household,142.247,OUT045,2002,,Tier 2,Supermarket Type1,2004.058
DRN37,9.6,low fat,0.096279,Soft Drinks,167.3158,OUT035,2004,Small,Tier 2,Supermarket Type1,1838.274
FDX57,17.25,Regular,0.047534,Snack Foods,96.9068,OUT017,2007,,Tier 2,Supermarket Type1,1458.102
NCC42,15,Low Fat,0.044999,Health and Hygiene,140.4838,OUT045,2002,,Tier 2,Supermarket Type1,1685.806
FDS47,16.75,Low Fat,0.128886,Breads,87.6856,OUT046,1997,Small,Tier 1,Supermarket Type1,1494.055
DRK35,8.365,Low Fat,0.120256,Hard Drinks,39.2506,OUT010,1998,,Tier 3,Grocery Store,75.9012
DRF37,,Low Fat,0,Soft Drinks,261.291,OUT019,1985,Small,Tier 1,Grocery Store,788.973
DRI23,18.85,Low Fat,0.137756,Hard Drinks,161.8578,OUT018,2009,Medium,Tier 3,Supermarket Type2,3530.072
FDB28,6.615,Low Fat,0.093914,Dairy,198.7426,OUT017,2007,,Tier 2,Supermarket Type1,1186.456
FDU50,5.75,Regular,0.075287,Dairy,115.3176,OUT049,1999,Medium,Tier 1,Supermarket Type1,572.588
FDD22,10,Low Fat,0.100056,Snack Foods,113.3544,OUT018,2009,Medium,Tier 3,Supermarket Type2,3467.486
FDG04,13.1,Low Fat,0.006062,Frozen Foods,188.9898,OUT035,2004,Small,Tier 2,Supermarket Type1,4303.065
FDM08,10.1,Regular,0.053668,Fruits and Vegetables,223.0088,OUT049,1999,Medium,Tier 1,Supermarket Type1,671.1264
FDI28,,Low Fat,0.026194,Frozen Foods,79.0302,OUT027,1985,Medium,Tier 3,Supermarket Type3,1901.525
FDM57,11.65,Regular,0.076003,Snack Foods,83.4908,OUT045,2002,,Tier 2,Supermarket Type1,503.3448
NCS17,,Low Fat,0.080112,Health and Hygiene,94.6436,OUT027,1985,Medium,Tier 3,Supermarket Type3,4065.375
FDX44,9.3,Low Fat,0.043142,Fruits and Vegetables,90.4172,OUT018,2009,Medium,Tier 3,Supermarket Type2,1249.041
DRE03,19.6,Low Fat,0.024276,Dairy,45.3718,OUT045,2002,,Tier 2,Supermarket Type1,614.5334
FDT46,11.35,Low Fat,0.030933,Snack Foods,51.5008,OUT018,2009,Medium,Tier 3,Supermarket Type2,607.2096
FDW60,5.44,Regular,0.017097,Baking Goods,178.137,OUT045,2002,,Tier 2,Supermarket Type1,3175.866
FDE44,14.65,Low Fat,0.172357,Fruits and Vegetables,50.8692,OUT017,2007,,Tier 2,Supermarket Type1,788.3072
FDT24,12.35,Regular,0.185824,Baking Goods,78.5328,OUT035,2004,Small,Tier 2,Supermarket Type1,695.0952
FDO20,12.85,Regular,0.152988,Fruits and Vegetables,253.7382,OUT017,2007,,Tier 2,Supermarket Type1,2271.044
FDV47,17.1,Low Fat,0,Breads,85.5566,OUT049,1999,Medium,Tier 1,Supermarket Type1,1860.245
FDZ26,11.6,reg,0.143898,Dairy,240.6222,OUT013,1987,High,Tier 3,Supermarket Type1,2868.266
FDK48,7.445,Low Fat,0.037845,Baking Goods,75.5354,OUT017,2007,,Tier 2,Supermarket Type1,1956.12
FDX32,,Regular,0.174839,Fruits and Vegetables,142.8786,OUT019,1985,Small,Tier 1,Grocery Store,433.4358
FDE56,,Regular,0.278731,Fruits and Vegetables,63.2194,OUT019,1985,Small,Tier 1,Grocery Store,247.6776
DRJ01,6.135,low fat,0.115501,Soft Drinks,161.1236,OUT018,2009,Medium,Tier 3,Supermarket Type2,644.4944
FDC53,8.68,Low Fat,0.014789,Frozen Foods,97.7384,OUT010,1998,,Tier 3,Grocery Store,98.5384
NCN07,18.5,Low Fat,0.033938,Others,132.5284,OUT035,2004,Small,Tier 2,Supermarket Type1,1318.284
FDI28,14.3,Low Fat,0.0263,Frozen Foods,79.4302,OUT013,1987,High,Tier 3,Supermarket Type1,1743.064
NCO55,,Low Fat,0.159394,Others,105.6938,OUT019,1985,Small,Tier 1,Grocery Store,214.3876
FDP46,15.35,Low Fat,0,Snack Foods,88.283,OUT046,1997,Small,Tier 1,Supermarket Type1,1797.66
FDX26,17.7,Low Fat,0,Dairy,182.5292,OUT013,1987,High,Tier 3,Supermarket Type1,2736.438
FDD56,15.2,Regular,0.103778,Fruits and Vegetables,175.6054,OUT046,1997,Small,Tier 1,Supermarket Type1,2451.476
FDP12,9.8,Regular,0.045523,Baking Goods,35.0874,OUT017,2007,,Tier 2,Supermarket Type1,352.874
FDT40,,Low Fat,0.095331,Frozen Foods,125.5678,OUT027,1985,Medium,Tier 3,Supermarket Type3,2543.356
FDV57,15.25,Regular,0,Snack Foods,179.766,OUT018,2009,Medium,Tier 3,Supermarket Type2,3056.022
FDZ09,17.6,Low Fat,0.105472,Snack Foods,165.6868,OUT017,2007,,Tier 2,Supermarket Type1,3111.949
FDA07,7.55,Regular,0.030939,Fruits and Vegetables,121.0072,OUT035,2004,Small,Tier 2,Supermarket Type1,2082.622
FDV36,,Low Fat,0.026175,Baking Goods,127.102,OUT027,1985,Medium,Tier 3,Supermarket Type3,3415.554
FDQ01,19.7,Regular,0.160671,Canned,254.7014,OUT035,2004,Small,Tier 2,Supermarket Type1,3570.02
FDW46,13,Regular,0.070243,Snack Foods,65.7484,OUT013,1987,High,Tier 3,Supermarket Type1,391.4904
FDW19,,Regular,0.038314,Fruits and Vegetables,109.957,OUT027,1985,Medium,Tier 3,Supermarket Type3,4504.137
FDY01,11.8,Regular,0.170548,Canned,113.8834,OUT049,1999,Medium,Tier 1,Supermarket Type1,1382.201
FDG60,20.35,Low Fat,0.060794,Baking Goods,233.6616,OUT049,1999,Medium,Tier 1,Supermarket Type1,2577.978
FDL22,16.85,Low Fat,0.036447,Snack Foods,90.3488,OUT049,1999,Medium,Tier 1,Supermarket Type1,996.0368
DRK01,7.63,Low Fat,0.061188,Soft Drinks,94.0436,OUT045,2002,,Tier 2,Supermarket Type1,1134.523
FDO12,15.75,Low Fat,0.054885,Baking Goods,195.3452,OUT013,1987,High,Tier 3,Supermarket Type1,1761.707
FDX12,18.2,Regular,0.026064,Baking Goods,241.8196,OUT046,1997,Small,Tier 1,Supermarket Type1,4097.333
FDR28,13.85,Regular,0.025937,Frozen Foods,164.921,OUT049,1999,Medium,Tier 1,Supermarket Type1,2609.936
FDH57,10.895,LF,0.03595,Fruits and Vegetables,132.9284,OUT017,2007,,Tier 2,Supermarket Type1,3295.71
FDC04,15.6,Low Fat,0.045169,Dairy,242.9854,OUT018,2009,Medium,Tier 3,Supermarket Type2,2175.169
NCI06,11.3,Low Fat,0.047678,Household,181.466,OUT013,1987,High,Tier 3,Supermarket Type1,3775.086
NCY53,20,Low Fat,0.058812,Health and Hygiene,111.6544,OUT017,2007,,Tier 2,Supermarket Type1,1565.962
FDR22,19.35,Regular,0.018668,Snack Foods,112.9544,OUT017,2007,,Tier 2,Supermarket Type1,2908.214
FDM33,15.6,Low Fat,0.087647,Snack Foods,221.5798,OUT013,1987,High,Tier 3,Supermarket Type1,5509.495
FDO57,,Low Fat,0.190337,Snack Foods,159.4578,OUT019,1985,Small,Tier 1,Grocery Store,160.4578
FDO56,10.195,Regular,0.045166,Fruits and Vegetables,118.4808,OUT018,2009,Medium,Tier 3,Supermarket Type2,1640.531
FDO58,,Low Fat,0.039386,Snack Foods,164.8526,OUT027,1985,Medium,Tier 3,Supermarket Type3,2631.242
FDQ45,9.5,Regular,0.010915,Snack Foods,183.8608,OUT035,2004,Small,Tier 2,Supermarket Type1,2572.651
FDO60,,Low Fat,0.034203,Baking Goods,43.3086,OUT027,1985,Medium,Tier 3,Supermarket Type3,624.5204
FDI34,10.65,reg,0.085268,Snack Foods,229.7668,OUT049,1999,Medium,Tier 1,Supermarket Type1,3916.236
FDJ26,,Regular,0.084355,Canned,215.5218,OUT027,1985,Medium,Tier 3,Supermarket Type3,4915.601
FDV08,7.35,Low Fat,0.028571,Fruits and Vegetables,40.8454,OUT013,1987,High,Tier 3,Supermarket Type1,587.2356
DRD60,15.7,LF,0.037384,Soft Drinks,179.7634,OUT018,2009,Medium,Tier 3,Supermarket Type2,1817.634
FDX20,,Low Fat,0.042354,Fruits and Vegetables,227.272,OUT027,1985,Medium,Tier 3,Supermarket Type3,7017.532
FDG59,15.85,Low Fat,0.043411,Starchy Foods,39.4164,OUT018,2009,Medium,Tier 3,Supermarket Type2,154.4656
FDN58,13.8,Regular,0.056872,Snack Foods,231.1984,OUT046,1997,Small,Tier 1,Supermarket Type1,5097.365
FDV48,9.195,Regular,0.051574,Baking Goods,79.8644,OUT013,1987,High,Tier 3,Supermarket Type1,785.644
FDA15,9.3,LF,0.016113,Dairy,248.8092,OUT017,2007,,Tier 2,Supermarket Type1,5976.221
FDI19,15.1,Low Fat,0.052296,Meat,242.9512,OUT013,1987,High,Tier 3,Supermarket Type1,4847.024
FDX19,19.1,Low Fat,0.097128,Fruits and Vegetables,234.4958,OUT018,2009,Medium,Tier 3,Supermarket Type2,1635.871
FDO52,11.6,Regular,0.077285,Frozen Foods,172.4106,OUT049,1999,Medium,Tier 1,Supermarket Type1,4277.765
NCO05,7.27,Low Fat,0.046654,Health and Hygiene,98.6384,OUT045,2002,,Tier 2,Supermarket Type1,1970.768
NCP17,19.35,Low Fat,0.027757,Health and Hygiene,62.5168,OUT049,1999,Medium,Tier 1,Supermarket Type1,1534.003
FDK56,9.695,Low Fat,0,Fruits and Vegetables,186.7898,OUT010,1998,,Tier 3,Grocery Store,561.2694
NCG43,20.2,Low Fat,0,Household,94.1462,OUT046,1997,Small,Tier 1,Supermarket Type1,832.9158
DRM59,,LF,0.003575,Hard Drinks,154.6998,OUT027,1985,Medium,Tier 3,Supermarket Type3,3229.796
FDA47,10.5,Regular,0.117334,Baking Goods,164.121,OUT017,2007,,Tier 2,Supermarket Type1,2773.057
FDY20,12.5,Regular,0.081685,Fruits and Vegetables,92.3488,OUT013,1987,High,Tier 3,Supermarket Type1,1177.134
FDZ22,,Low Fat,0.079262,Snack Foods,81.825,OUT019,1985,Small,Tier 1,Grocery Store,83.225
FDB52,17.75,Low Fat,0.03041,Dairy,256.0672,OUT013,1987,High,Tier 3,Supermarket Type1,2045.338
NCS29,9,Low Fat,0.069939,Health and Hygiene,264.8884,OUT017,2007,,Tier 2,Supermarket Type1,2914.872
DRC12,17.85,Low Fat,0.037886,Soft Drinks,190.4188,OUT049,1999,Medium,Tier 1,Supermarket Type1,952.094
FDP13,,Regular,0.235183,Canned,41.548,OUT019,1985,Small,Tier 1,Grocery Store,79.896
DRF23,4.61,Low Fat,0.123152,Hard Drinks,175.2396,OUT018,2009,Medium,Tier 3,Supermarket Type2,2093.275
FDB56,8.75,Regular,0.074565,Fruits and Vegetables,186.8556,OUT013,1987,High,Tier 3,Supermarket Type1,7322.468
FDQ47,7.155,Regular,0.169138,Breads,35.2874,OUT017,2007,,Tier 2,Supermarket Type1,388.1614
FDY39,,Regular,0,Meat,182.0608,OUT027,1985,Medium,Tier 3,Supermarket Type3,7717.954
FDY36,12.3,Low Fat,0.00943,Baking Goods,71.338,OUT045,2002,,Tier 2,Supermarket Type1,1098.57
NCM17,7.93,Low Fat,0.071077,Health and Hygiene,44.9086,OUT013,1987,High,Tier 3,Supermarket Type1,802.9548
DRN35,8.01,Low Fat,0.070234,Hard Drinks,34.9532,OUT035,2004,Small,Tier 2,Supermarket Type1,539.298
FDK22,9.8,Low Fat,0.043663,Snack Foods,217.185,OUT010,1998,,Tier 3,Grocery Store,432.77
FDI07,,Regular,0.059111,Meat,199.3426,OUT019,1985,Small,Tier 1,Grocery Store,395.4852
DRK37,5,LF,0,Soft Drinks,190.453,OUT010,1998,,Tier 3,Grocery Store,379.506
NCP05,19.6,Low Fat,0.042325,Health and Hygiene,150.9024,OUT010,1998,,Tier 3,Grocery Store,303.6048
NCD42,16.5,Low Fat,0.012657,Health and Hygiene,36.3506,OUT049,1999,Medium,Tier 1,Supermarket Type1,872.8638
FDW11,12.6,low fat,0.048858,Breads,61.0194,OUT049,1999,Medium,Tier 1,Supermarket Type1,1052.63
FDI14,14.1,Low Fat,0.090185,Canned,140.2496,OUT017,2007,,Tier 2,Supermarket Type1,2681.842
NCY42,6.38,Low Fat,0.015186,Household,144.947,OUT049,1999,Medium,Tier 1,Supermarket Type1,3435.528
FDV26,20.25,Regular,0,Dairy,194.2794,OUT049,1999,Medium,Tier 1,Supermarket Type1,4291.747
FDX15,,Low Fat,0.155542,Meat,159.7578,OUT027,1985,Medium,Tier 3,Supermarket Type3,641.8312
NCG07,12.3,Low Fat,0.052502,Household,190.853,OUT046,1997,Small,Tier 1,Supermarket Type1,4364.319
FDC44,15.6,Low Fat,0.172597,Fruits and Vegetables,114.8518,OUT046,1997,Small,Tier 1,Supermarket Type1,2163.184
FDC47,15,Low Fat,0.118868,Snack Foods,229.4694,OUT035,2004,Small,Tier 2,Supermarket Type1,5937.604
NCK53,11.6,Low Fat,0.03764,Health and Hygiene,98.4042,OUT049,1999,Medium,Tier 1,Supermarket Type1,1388.859
FDY49,,Regular,0.021032,Canned,164.7184,OUT019,1985,Small,Tier 1,Grocery Store,495.3552
NCM07,,Low Fat,0.069968,Others,83.9908,OUT019,1985,Small,Tier 1,Grocery Store,167.7816
FDR47,17.85,Low Fat,0.087963,Breads,193.3794,OUT017,2007,,Tier 2,Supermarket Type1,4291.747
FDS59,14.8,Regular,0.043885,Breads,108.757,OUT035,2004,Small,Tier 2,Supermarket Type1,1867.569
DRK47,7.905,Low Fat,0.064164,Hard Drinks,229.9694,OUT049,1999,Medium,Tier 1,Supermarket Type1,4567.388
FDZ27,,Low Fat,0,Dairy,51.235,OUT019,1985,Small,Tier 1,Grocery Store,49.935
FDE36,,Regular,0,Baking Goods,165.5868,OUT027,1985,Medium,Tier 3,Supermarket Type3,5404.964
FDM51,11.8,Regular,0.025921,Meat,101.9674,OUT035,2004,Small,Tier 2,Supermarket Type1,1731.746
FDY48,14,Low Fat,0.023735,Baking Goods,103.2332,OUT046,1997,Small,Tier 1,Supermarket Type1,1845.598
FDA35,14.85,Regular,0.053921,Baking Goods,123.0072,OUT049,1999,Medium,Tier 1,Supermarket Type1,1960.115
NCL31,7.39,Low Fat,0.120771,Others,143.447,OUT018,2009,Medium,Tier 3,Supermarket Type2,2290.352
FDC47,15,Low Fat,0.118792,Snack Foods,229.9694,OUT013,1987,High,Tier 3,Supermarket Type1,4339.019
FDI26,,Low Fat,0.034718,Canned,179.4344,OUT027,1985,Medium,Tier 3,Supermarket Type3,6066.77
FDQ16,19.7,LF,0.041823,Frozen Foods,108.0912,OUT045,2002,,Tier 2,Supermarket Type1,1965.442
FDK15,10.8,Low Fat,0.164725,Meat,98.4042,OUT010,1998,,Tier 3,Grocery Store,99.2042
NCO53,,Low Fat,0.174336,Health and Hygiene,184.0608,OUT027,1985,Medium,Tier 3,Supermarket Type3,6431.628
FDG12,,Regular,0.006295,Baking Goods,122.4098,OUT027,1985,Medium,Tier 3,Supermarket Type3,3735.804
FDU28,,Regular,0.093464,Frozen Foods,189.1214,OUT027,1985,Medium,Tier 3,Supermarket Type3,2261.057
FDI20,,Low Fat,0.06752,Fruits and Vegetables,211.3586,OUT019,1985,Small,Tier 1,Grocery Store,422.1172
DRN37,9.6,Low Fat,0.161182,Soft Drinks,165.3158,OUT010,1998,,Tier 3,Grocery Store,334.2316
FDD28,10.695,Low Fat,0.053297,Frozen Foods,59.6904,OUT046,1997,Small,Tier 1,Supermarket Type1,937.4464
FDP31,21.1,Regular,0.161474,Fruits and Vegetables,62.9168,OUT035,2004,Small,Tier 2,Supermarket Type1,1086.586
DRD27,,Low Fat,0.041741,Dairy,98.3042,OUT019,1985,Small,Tier 1,Grocery Store,198.4084
DRF01,,Low Fat,0.306543,Soft Drinks,147.3102,OUT019,1985,Small,Tier 1,Grocery Store,291.6204
DRD25,6.135,LF,0.079294,Soft Drinks,111.286,OUT018,2009,Medium,Tier 3,Supermarket Type2,2263.72
FDD53,16.2,Low Fat,0.044473,Frozen Foods,43.3454,OUT017,2007,,Tier 2,Supermarket Type1,922.7988
FDQ24,15.7,Low Fat,0.073816,Baking Goods,253.4724,OUT045,2002,,Tier 2,Supermarket Type1,2013.379
FDY49,17.2,Regular,0.01208,Canned,164.4184,OUT017,2007,,Tier 2,Supermarket Type1,2641.894
NCP18,12.15,Low Fat,0.028598,Household,150.4708,OUT046,1997,Small,Tier 1,Supermarket Type1,2257.062
FDT07,,Regular,0.076945,Fruits and Vegetables,257.133,OUT027,1985,Medium,Tier 3,Supermarket Type3,7433.657
FDG46,8.63,Regular,0.055084,Snack Foods,114.7518,OUT010,1998,,Tier 3,Grocery Store,455.4072
FDH50,15,Regular,0.162093,Canned,182.5266,OUT018,2009,Medium,Tier 3,Supermarket Type2,1290.986
FDS40,,Low Fat,0.024546,Frozen Foods,34.619,OUT019,1985,Small,Tier 1,Grocery Store,36.619
FDZ60,,Low Fat,0.118784,Baking Goods,108.5596,OUT027,1985,Medium,Tier 3,Supermarket Type3,1725.754
FDG38,8.975,Regular,0.052836,Canned,86.6224,OUT045,2002,,Tier 2,Supermarket Type1,1619.226
FDG31,12.15,Low Fat,0.037889,Meat,64.7826,OUT035,2004,Small,Tier 2,Supermarket Type1,904.1564
FDS39,6.895,Low Fat,0.022588,Meat,143.7812,OUT017,2007,,Tier 2,Supermarket Type1,1994.737
FDL22,,Low Fat,0.036214,Snack Foods,92.5488,OUT027,1985,Medium,Tier 3,Supermarket Type3,2625.915
FDQ20,8.325,Low Fat,0.029779,Fruits and Vegetables,39.3138,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312
DRB24,8.785,Low Fat,0.020694,Soft Drinks,153.1656,OUT017,2007,,Tier 2,Supermarket Type1,1853.587
DRI51,,Low Fat,0.042037,Dairy,172.6764,OUT027,1985,Medium,Tier 3,Supermarket Type3,6183.95
FDJ60,19.35,Regular,0.062517,Baking Goods,163.9184,OUT035,2004,Small,Tier 2,Supermarket Type1,3137.25
FDB40,17.5,Regular,0.01262,Dairy,144.8102,OUT010,1998,,Tier 3,Grocery Store,291.6204
FDO15,16.75,Regular,0.008615,Meat,72.4038,OUT017,2007,,Tier 2,Supermarket Type1,739.038
FDI53,8.895,Regular,0.137619,Frozen Foods,161.5236,OUT035,2004,Small,Tier 2,Supermarket Type1,1772.36
FDZ14,7.71,Regular,0.047589,Dairy,122.4756,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878
